SetID,SetName,pval,padj,log2err,ES,NES,size,leadingEdge
MOSET4304,MGI_MP:0005454__DECREASED_ADIPOSE_TISSUE_AMOUNT,0.0839160839160839,0.836004703261341,0.151148761385484,0.290625371858492,1.51494311534765,70,RASGRF1|STAT5B|ALPL|RUNX3|SFRP1|CRHR2|SLC2A4|GNAS|SOD2|CUX1|CIDEB|MSTN|CYB5R4|SLC3A1|VGF|FASN|ZFAND5|SOX8|AEBP1|MCHR1|PSIP1|RAD23B|MOB1A|BUB1B|TRIM55|NR2E1|INSR
MOSET7652,MORABITO_2021_OLIGO2_DE_SUBTYPE_CLUSTERS,0.0839160839160839,0.836004703261341,0.151148761385484,0.27662753164751,1.47450581857661,93,MOG|DCC|NKAIN2|MBP|ESRRG|FIGN|FKBP5|RBFOX1|ITPKB|CADM2|SEMA3B|CDH19|GLUL|PTPRM|PLEKHH1|ERBIN|NRXN3|MID1IP1|BCL6|TSGA10|LDLRAD3|CYP7B1|SLC6A15|DPH6|CNTNAP2|FANCC|PPP2R2B|AK5|IGF1R|SLC38A2|PSD3|PSEN1
MOSET7155,LAKE_2018_EX3D,0.0849150849150849,0.844089685149288,0.150169802128406,0.225361310633135,1.29074636446758,284,PRR16|ARHGAP26|CEMIP|RASGRF1|CSRNP3|TRMT9B|RGS7|TTC39C|GRK3|SPAG16|BRINP1|CNTN5|PLCH1|ATXN1|RORB|VAV3|FOXP2|PTPRO|CNKSR2|PBX1|ELMOD1|FSTL4|FHOD3|PTPRT|FAT3|PARM1|ZMAT4|SLC38A1|STOX2|FOXP1|SORCS1|CACNA1A|GLRB|NRG3|CACNB4|SPON1|LIN7A|GAPDH|GLCCI1|MDGA2|CDH20|HTR2A|PLCXD3|ADAMTS17|CUX1|IL1RAPL2|MYO16|SNTG1
MOSET3290,MGI_MP:0000104__ABNORMAL_SPHENOID_BONE_MORPHOLOGY,0.0859140859140859,0.84654513976177,0.149207542435322,0.578949479375391,1.94256849735283,7,MN1|PHC1|FGFR2
MOSET3445,MGI_MP:0003850__ABNORMAL_THYMOCYTE_ACTIVATION,0.0859140859140859,0.84654513976177,0.149207542435322,0.547941865552813,1.88855681764934,8,BCL11B|DGKA|LAT
MOSET5186,MGI_MP:0000755__HINDLIMB_PARALYSIS,0.0859140859140859,0.84654513976177,0.149207542435322,0.344126279935655,1.6189925069806,33,LTBP3|MTM1|DLL3|CNP|SCN8A|UGT8A|TACC3|PMP22
MOSET5599,MGI_MP:0003397__INCREASED_MUSCLE_WEIGHT,0.0859140859140859,0.84654513976177,0.149207542435322,0.58120909245517,1.95015025248235,7,MSTN|SGCA|TRIM55|GRB10
MOSET1762,MGI_MP:0002264__ABNORMAL_BRONCHUS_MORPHOLOGY,0.0889110889110889,0.846998190094424,0.14641623786055,0.439279252123419,1.78975388010718,16,CFTR|RARB|ACVR2B|MTAP|RARA|MED1|LAMA5|SOX11|KRAS
MOSET184,STANFORD_NCI57HISTONES_SW,0.0889110889110889,0.846998190094424,0.14641623786055,0.620283666108715,1.9824773615797,6,H2BC21|H2BC13|H2AC6|H2BC12|H2AC18|H2AW
MOSET2500,MGI_MP:0004277__ABNORMAL_LATERAL_GANGLIONIC_EMINENCE_MORPHOLOGY,0.0889110889110889,0.846998190094424,0.14641623786055,0.545979447040686,1.88179307300205,8,EBF1|ID4|VAX1|DLX1|GSX2
MOSET2754,MGI_MP:0002239__ABNORMAL_NASAL_SEPTUM_MORPHOLOGY,0.0899100899100899,0.846998190094424,0.14551614609036,0.461755786739899,1.79128980169385,13,PDGFC|DLX5|CDON|ALX1|APAF1|CHUK|GDF1|TGFB3
MOSET2787,MGI_MP:0004948__ABNORMAL_NEURONAL_PRECURSOR_PROLIFERATION,0.0899100899100899,0.846998190094424,0.14551614609036,0.570102203567011,1.91288293775739,7,CDON|PSEN1|GFRA1|RB1|NCOR2
MOSET2834,MGI_MP:0001983__ABNORMAL_OLFACTORY_SYSTEM_PHYSIOLOGY,0.0879120879120879,0.846998190094424,0.147331213699377,0.620685219568214,1.98376075929984,6,GRK3|OMP|CNGA2|CNGA3
MOSET2843,MGI_MP:0001332__ABNORMAL_OPTIC_NERVE_INNERVATION,0.0889110889110889,0.846998190094424,0.14641623786055,0.54639627738931,1.883229735988,8,DCC|GPR143|VAX1
MOSET4117,MGI_MP:0002560__ARRHYTHMIC_CIRCADIAN_PERSISTENCE,0.0899100899100899,0.846998190094424,0.14551614609036,0.544194688836534,1.87564165898132,8,CRY1|CLOCK|PROK2|PER1|VIPR2
MOSET4244,MGI_MP:0005170__CLEFT_LIP,0.0889110889110889,0.846998190094424,0.14641623786055,0.523378915305447,1.85149221478928,9,ITGA2|NDST1|RAD23B|SOX11|GDF1|RPGRIP1L
MOSET4677,MGI_MP:0000956__DECREASED_SPINAL_CORD_SIZE,0.0879120879120879,0.846998190094424,0.147331213699377,0.668228071396909,2.01346530554285,5,NTF3|RUNX3|VPS54|SHH
MOSET4875,MGI_MP:0001723__DISORGANIZED_VASCULAR_PLEXUS,0.0869130869130869,0.846998190094424,0.148261500475107,0.481469904773613,1.81966791450619,12,CCNF|FZD5|ARNT|HIF1A|FBXW7
